6547745;Preston Gralla;;;;;;;;;;http://www.oreilly.de/catalog/winxphks/index.html;;;978-0-596-00511-5;;books/daglib/0009510;2011-04-12;;;;I-XVIII, 1-392;O'Reilly;;;;;;;;Windows XP hacks - 100 industrial-strength tips and tools.;;;2003
6547746;Chao Yang|Danny C. Sorensen|Richard B. Lehoucq;;;;;;;;;;;;;978-0-89871-407-4;;books/daglib/0000896;2011-04-12;;;;I-XV, 1-142;SIAM;;;;Software, environments, tools;;;;ARPACK users' guide - solution of large-scale eigenvalue problems with implicitly restarted Arnoldi methods.;;;1998
6547747;Kyle Geiger;;;;;;;;;;;;;1-55615-815-7;;books/ms/Geiger95;2011-09-22;;;;;Microsoft Press;;;;;;;;Inside ODBC.;;;1995
6547782;;;;;;;;;Kristin M. Tolle|Stewart Tansley|Tony Hey;;http://research.microsoft.com/en-us/collaboration/fourthparadigm/;;;978-0982544204;;books/ms/4paradigm09;2011-09-22;;;;;Microsoft Research;;;;;;;;The Fourth Paradigm: Data-Intensive Scientific Discovery;db/books/collections/4paradigm2009.html;;2009
6547783;Dale Rogerson;;;;;;;;;;;;;1-57231-349-8;;books/ms/Rogerson97;2011-09-22;;;;;Microsoft Press;;;;;;;;Inside COM.;;;1997
6547784;Mohammed Ghanbari 0001;;;;;;;;;;;;;0-85296-710-1;;books/iee/Ghanbari2003;2021-06-01;;;;;IEE Press;;;;;;;;Standard Codecs: Image Compression to Advanced Video Coding.;;;2003
6547785;;;;;;;;books/idea/Siau03;Keng Siau;;;;;1-59140-063-5;;books/idea/Siau03;2019-08-05;;;;;Idea Group;;;;;;;;Advanced Topics in Database Research, Vol. 2;db/books/collections/Siau2003.html;;2003
6547786;;;;;;;;;Mehdi Khosrow-Pour;;;;;1-59140-553-X;;books/idea/Ency05;2006-02-06;;;;;Idea Group;;;;;;;;Encyclopedia of Information Science and Technology (5 Volumes);db/books/collections/encyclopedia2005.html;;2005
6547800;;;;;;;;;Keng Siau;;;;;1-59140-296-4;;books/idea/Siau04;2004-03-30;;;;;Idea Group;;;;;;;;Advanced Topics in Database Research, Vol. 3;db/books/collections/Siau2004.html;;2004
6547961;;;;;;;;books/idea/DoornR02;Jorge Horacio Doorn|Laura C. Rivero;;;;;1-930708-38-6;;books/idea/DoornR02;2019-08-05;;;;;Idea Group;;;;;;;;Database Integrity: Challenges and Solutions;db/books/collections/DoornR02.html;;2002
6547962;;;;;;;;;John Krogstie|Keng Siau|Terry A. Halpin;;;;;1-59140-376-6;;books/idea/Siau05;2004-09-02;;;;;Idea Group;;;;;;;;Information Modeling Methods and Methodologies;db/books/collections/Siau2005.html;;2005
6547982;;;;;;;;books/idea/Taniar03;David Taniar|J. Wenny Rahayu;;;;;1-59140-035-X;;books/idea/Taniar03;2019-08-06;;;;;Idea Group;;;;;;;;Web-Powered Databases;db/books/collections/taniar2003.html;;2003
6548001;;;;Spatial Databases;;;;;Apostolos Papadopoulos|Michael Vassilakopoulos|Yannis Manolopoulos;;;;;1-59140-388-X;;books/idea/irm05;2006-03-14;;;;;Idea Group;;;;;;;;Spatial Databases: Technologies, Techniques and Trends;db/books/collections/IRM-book2005.html;;2005
6548035;;;;;;;;books/idea/Becker03;Shirley A. Becker;;;;;1-931777-47-0;;books/idea/Becker03;2019-08-05;;;;;IRM Press;;;;;;;;Effective Databases for Text & Document Management.;db/books/collections/Becker2003.html;;2003
6548036;;;;;;;;;Jorge Horacio Doorn|Laura C. Rivero|Viviana E. Ferraggine;;https://doi.org/10.4018/978-1-59140-560-3;;;1-59140-560-2;;books/idea/EncyDB05;2019-06-27;;;;;Idea Group;;;;;;;;Encyclopedia of Database Technologies and Applications;db/books/collections/encyclopediaDB2005.html;;2005
6548037;;;;;;;;books/idea/Siau02;Keng Siau;;;;;1-930708-41-6;;books/idea/Siau02;2019-08-03;;;;;Idea Group;;;;;;;;Advanced Topics in Database Research, Vol. 1;db/books/collections/Siau2002.html;;2002
6548038;;;;;;;;books/idea/Rossi01;Keng Siau|Matti Rossi;;https://doi.org/10.4018/978-1-878289-77-3;;;1-878289-77-2;;books/idea/Rossi01;2019-08-03;;;;;Idea Group;;;;;;;;Information Modeling in the New Millennium;db/books/collections/Rossi2001.html;;2001
6548624;;;;;;;;books/idea/Siau01;Keng Siau|Terry A. Halpin;;;;;1-930708-05-X;;books/idea/Siau01;2019-08-06;;;;;Idea Group;;;;;;;;Unified Modeling Language: Systems Analysis, Design and Development Issues;db/books/collections/Siau2001.html;;2001
6548635;;;;;;;;books/idea/Rafanelli03;Maurizio Rafanelli;;https://doi.org/10.4018/978-1-59140-053-0;;;1-59140-053-8;;books/idea/Rafanelli03;2019-08-03;;;;;Idea Group;;;;;;;;Multidimensional Databases: Problems and Solutions;db/books/collections/mddb2003.html;;2003
6548649;;;;;;;;books/el/Nivat92;Andreas Podelski|Maurice Nivat;;;;;;;books/el/Nivat92;2019-08-05;;;;;North-Holland;;;;;;;;Tree Automata and Languages.;db/books/collections/treeauto1992.html;;1992
6548664;;;;Handbook of Computability Theory;;;;;Edward R. Griffor;;https://doi.org/10.1016/s0049-237x(99)x8015-3;;;978-0-444-89882-1;;books/el/99/G1999;2020-05-14;;;;;North-Holland;;;;Studies in Logic and the Foundations of Mathematics;;;;Handbook of Computability Theory;db/books/collections/G1999.html;140;1999
6548714;;;;;;;;;Derek P. Atherton|Pierre Borne;;https://doi.org/10.1016/c2009-1-28282-7;;;978-0-08-036201-4;;books/el/92/AB1992;2019-07-18;;;;;Pergamon Press / Elsevier;;;;Advances in systems control and information engineering;;;;Concise Encyclopedia of Modelling & Simulation;db/books/collections/AB1992.html;5;1992
6548857;;;;;;;;;Arnold Barnett|Michael H. Rothkopf|Stephen M. Pollock;;https://www.sciencedirect.com/handbook/handbooks-in-operations-research-and-management-science/vol/6/suppl/C;;;978-0-444-89204-1;;books/el/94/PR1994;2020-05-11;;;;;North-Holland;;;;Handbooks in operations research and management science;;;;Operations research and the public sector;db/books/collections/PR1994.html;6;1994
6548877;;;;;;;;;Paul S. Heckbert;;https://doi.org/10.1016/c2013-0-07360-4;;;9780123361561;;books/el/94/H1994;2020-04-17;;;;;Elsevier;;;;;;;;Graphics Gems;db/books/collections/H1994.html;;1994
6548886;;;;;;;;;Calyampudy Radhakrishna Rao|Ganapati P. Patil;;https://www.sciencedirect.com/handbook/handbook-of-statistics/vol/12/suppl/C;;;978-0-444-89803-6;;books/el/94/PR1994a;2020-05-14;;;;;North-Holland;;;;Handbook of statistics;;;;Environmental Statistics.;db/books/collections/PR1994a.html;12;1994
6548966;;;;;;;;;Gordon H. Bower;;https://doi.org/10.1016/s0079-7421(08)x6032-3;;;978-0-12-543308-2;;books/el/74/B1974;2020-05-12;;;;;Elsevier;;;;Psychology of Learning and Motivation;;;;Psychology of Learning and Motivation;db/books/collections/B1974.html;8;1974
6548977;;;;Trends in Information Systems;;;;;Alex A. Verrijn-Stuart|Börje Langefors|Giampio Bracchi;;https://d-nb.info/1024501809|https://dl.acm.org/doi/10.5555/22250;;;978-0-444-87949-3;;books/el/86/1986LVB;2022-05-04;;;;;North-Holland;;;;;;;;"Trends in Information Systems, an anthology of papers from conferences of the IFIP Technical Committee 8 ""Information Systems"" to commemorate their tenth anniversary.";db/books/collections/LVB1986.html;;1986
6548994;;;;;;;;;August-Wilhelm Scheer|Henrik von Scheel|Mark von Rosing;;http://store.elsevier.com/The-Complete-Business-Process-Handbook/Mark-von-Rosing/isbn-9780127999593/|http://www.bpmhandbook.com/|https://www.sciencedirect.com/science/book/9780127999593;;;9780127999593|9780128004722;;books/el/RSS2015;2021-07-31;;;;;Morgan Kaufmann/Elsevier;;;;;;;;The Complete Business Process Handbook: Body of Knowledge from Process Modeling to BPM, Volume I;db/books/collections/RSS2015.html;;2015
6548995;Håkan Lennerstad|Lars Lundberg;;;;;;;;;;https://www.sciencedirect.com/science/journal/15710653/14;;;;;books/el/LennerstadL03;2021-07-31;;Electronic Notes in Discrete Mathematics 14;;1-214;Elsevier;;;;;;;;Optimal Scheduling Combinatorics;;;2003
6548996;;;;;;;;books/el/Leeuwen90a;Jan van Leeuwen;;https://www.sciencedirect.com/book/9780444880741/formal-models-and-semantics;;;0-262-22039-3|0-444-88074-7;;books/el/Leeuwen90a;2019-08-06;;;;;Elsevier and MIT Press;;;;;;;;Handbook of Theoretical Computer Science, Volume B: Formal Models and Semantics;db/books/collections/leeuwen90a.html;;1990
6549000;;;;;;;;;Henry Lieberman;;https://doi.org/10.1016/b978-1-55860-688-3.x5000-3;;;978-1-55860-688-3;;books/el/01/L2001;2019-07-19;;;;;Morgan Kaufmann / Elsevier;;;;The Morgan Kaufmann series in interactive technologies;;;;Your Wish is My Command;db/books/collections/L2001.html;;2001
6549009;;;;;;;;;Alban Ponse|Jan A. Bergstra|Scott A. Smolka;;https://doi.org/10.1016/b978-0-444-82830-9.x5017-6;;;978-0-444-82830-9;;books/el/01/BPS2001;2019-06-28;;;;;North-Holland / Elsevier;;;;;;;;Handbook of Process Algebra;db/books/collections/BPS2001.html;;2001
6549048;;;;;;;;;Jorge Urrutia|Jörg-Rüdiger Sack;;https://doi.org/10.1016/b978-0-444-82537-7.x5000-1;;;978-0-444-82537-7;;books/el/00/SU2000;2019-06-28;;;;;North Holland / Elsevier;;;;;;;;Handbook of Computational Geometry;db/books/collections/SU2000.html;;2000
6549061;;;;;;;;;Bernd Jähne|Horst Haußecker;;https://doi.org/10.1016/b978-0-12-379777-3.x5000-6;;;978-0-12-379777-3;;books/el/00/JH2000;2020-05-11;;;;;Academic Press;;;;;;;;Computer Vision and Applications;db/books/collections/JH2000.html;;2000
6549104;;;;Bioenvironmental and public health statistics;;;;;Calyampudy Radhakrishna Rao|Pranab Kumar Sen;;https://www.sciencedirect.com/handbook/handbook-of-statistics/vol/18/suppl/C;;;978-0-444-82900-9;;books/el/00/SR2000;2020-05-14;;;;;North-Holland;;;;Handbook of statistics;;;;Bioenvironmental and public health statistics.;db/books/collections/SR2000.html;18;2000
6549121;;;;;;;;;Charles D. Hansen|Christopher R. Johnson 0001;;https://www.sciencedirect.com/book/9780123875822/visualization-handbook;;;978-0-12-387582-2;;books/el/05/HJ2005;2019-06-28;;;;;Academic Press / Elsevier;;;;;;;;The Visualization Handbook.;db/books/collections/HJ2005.html;;2005
6549197;;;;;;;;;Gerald E. Farin|Josef Hoschek|Myung-Soo Kim;;https://doi.org/10.1016/b978-0-444-51104-1.x5000-x;;;978-0-444-51104-1;;books/el/02/FHK2002;2019-08-15;;;;;North-Holland;;;;;;;;Handbook of Computer Aided Geometric Design;db/books/collections/FHK2002.html;;2002
6549203;;;;;;;;;Andrei Voronkov|John Alan Robinson;;https://www.sciencedirect.com/book/9780444508133/handbook-of-automated-reasoning;;;0-262-18223-8|0-444-50813-9;;books/el/RobinsonV01;2019-07-25;;;;;Elsevier and MIT Press;;;;;;;;Handbook of Automated Reasoning (in 2 volumes);db/books/collections/RobinsonV01.html;;2001
6549204;;;;;;;;;Janet Taylor Spence|Kenneth W. Spence;;https://doi.org/10.1016/s0079-7421(08)x6029-3;;;978-0-12-543302-0;;books/el/68/SS1968;2020-05-12;;;;;Elsevier;;;;Psychology of Learning and Motivation;;;;Psychology of Learning and Motivation;db/books/collections/SS1968.html;2;1968
6549250;;;;;;;;;Christoph Beierle|Lutz Plümer;;;;;0-444-82092-2;;books/el/beierleP95/BP1995;2019-08-05;;;;1-404;Elsevier Science B.V./North-Holland;;;;;;;;Logic Programming: Formal Methods and Practical Applications, Studies in Computer Science and Artificial Intelligence.;db/books/collections/BeierleP95.html;;1995
6549257;;;;;;;;;Calyampudy Radhakrishna Rao|Narayanaswamy Balakrishnan 0001;;https://doi.org/10.1016/s0169-7161(00)x0001-6;;;978-0-444-50079-3;;books/el/03/BR2003;2020-05-18;;;;;North-Holland;;;;Handbook of Statistics;;;;Advances in Survival Analysis;db/books/collections/BR2003.html;23;2003
6549293;;;;Supply Chain Management;;;;;A. G. de Kok|Stephen C. Graves;;https://doi.org/10.1016/s0927-0507(00)x0002-3;;;978-0-444-51328-1;;books/el/03/KG2003;2020-05-18;;;;;North-Holland;;;;Handbooks in Operations Research and Management Science;;;;Supply Chain Management: Design, Coordination and Operation;db/books/collections/KG2003.html;11;2003
6549308;;;;;;;;;Anders Karlqvist|John Casti;;https://doi.org/10.1016/b978-0-444-50944-4.x5000-2;;;978-0-444-50944-4;;books/el/03/CK2003;2020-05-13;;;;;Elsevier;;;;;;;;Art and Complexity;db/books/collections/CK2003.html;;2003
6549310;;;;;;;;;Terence Critchlow|Zoé Lacroix;;https://doi.org/10.1016/b978-1-55860-829-0.x5000-1;;;978-1-55860-829-0;;books/el/03/LC2003;2020-05-28;;;;;Elsevier;;;;The Morgan Kaufmann series in multimedia information and systems;;;;Bioinformatics;db/books/collections/LC2003.html;;2003
6549338;Harry Hochheiser|Jinjuan Feng|Jonathan Lazar;;;;;;;;;;https://www.elsevier.com/books/research-methods-in-human-computer-interaction/lazar/978-0-12-805390-4|https://www.sciencedirect.com/science/book/9780128053904;;;978-0-12-805390-4|978-0-12-809343-6;;books/el/LFH2017;2021-07-31;;;;;Morgan Kaufmann;;;;;;;;Research Methods in Human-Computer Interaction, 2nd Edition;;;2017
6549339;;;;;;;;books/el/Ceri83;Stefano Ceri;;;;;;;books/el/Ceri83;2019-08-07;;;;;North-Holland;;;;;;;;Methodology and Tools for Data Base Design.;db/books/collections/Ceri83.html;;1983
6549340;;;;;;;;;Les Gasser|Michael N. Huhns;;https://doi.org/10.1016/c2009-0-27575-1|https://www.wikidata.org/entity/Q57979879;;;978-1-55860-092-8;;books/el/89/GH1989;2019-11-28;;;;;Elsevier;;;;;;;;Distributed Artificial Intelligence;db/books/collections/GH1989.html;;1989
6549367;;;;;;;;;Ivan Mistrík|Rami Bahsoon|Rick Kazman|Yuanyuan Zhang;;https://doi.org/10.1016/c2012-0-02842-6;;;978-0-12-410464-8;;books/el/13/MBKZ2013;2019-08-05;;;;;Morgan Kaufmann / Academic Press / Elsevier;;;;;;;;Economics-Driven Software Architecture;db/books/collections/MBKZ2013.html;;2014
6549402;;;;;;;;books/el/Alba85;Antonio Albano|Antonio Di Leva|Valeria De Antonellis;;;;;0-444-87735-5;;books/el/Alba85;2019-08-07;;;;;North-Holland;;;;;;;;Computer-Aided Database Design: the DATAID approach.;db/books/collections/dataid85.html;;1985
6549403;Lidia Ogiela;;;;;;;;;;https://www.sciencedirect.com/science/book/9780128038031;;;978-0-12-803803-1|978-0-12-803875-8;;books/el/19/O19;2021-07-31;;;;;Academic Press / Elsevier;;;;;;;;Cognitive Information Systems in Management Sciences, 1st Edition;;;2017
6549416;;;;Computer Graphics;;;;;John A. Vince|Rae A. Earnshaw;;https://doi.org/10.1016/c2009-0-21228-1;;;978-0-12-227741-2;;books/el/95/EV1995;2019-06-26;;;;;Academic Press / Elsevier;;;;;;;;Computer Graphics: Developments in Virtual Environments;db/books/collections/EV1995.html;;1995
6549420;;;;;;;;;Robert A. Jarrow|Vojislav Maksimovic|William T. Ziemba;;https://www.sciencedirect.com/handbook/handbooks-in-operations-research-and-management-science/vol/9/suppl/C;;;978-0-444-89084-9;;books/el/95/JMZ1995;2020-05-09;;;;;Elsevier;;;;Handbooks in operations research and management science;;;;Finance;db/books/conferences/JMZ1995.html;9;1995
6549476;Jalil Boukhobza|Pierre Olivier;;;;;;;;;;https://www.elsevier.com/books/flash-memory-integration/boukhobza/978-1-78548-124-6|https://www.sciencedirect.com/science/book/9781785481246;;;978-0-08-101158-4|978-1-78548-124-6;;books/el/BO2017;2021-07-31;;;;;ISTE Press - Elsevier;;;;;;;;Flash Memory Integration: Performance and Energy Issues, 1st Edition;;;2017
6549523;;;;Perspectives on Data Science for Software Engineering;;;;;Laurie A. Williams|Thomas Zimmermann 0001|Tim Menzies;;https://doi.org/10.1016/c2015-0-00521-4;;;978-0-12-804206-9;;books/el/16/MWZ2016;2020-09-07;;;;;Academic Press;;;;;;;;Perspectives on Data Science for Software Engineering;db/books/collections/MWZ2016.html;;2016
6549547;Domenico Talia|Fabrizio Marozzo|Paolo Trunfio;;;;;;;;;;http://store.elsevier.com/Data-Analysis-in-the-Cloud/Domenico-Talia/isbn-9780128028810/;;;978-0-12-802881-0;;books/el/TaaliaTM2015;2019-07-10;;;;;Elsevier;;;;;;;;Data Analysis in the Cloud.;;;2015
6549572;;;;;;;;;Christian Bird|Thomas Zimmermann 0001|Tim Menzies;;https://doi.org/10.1016/c2012-0-07289-4;;;978-0-12-411519-4;;books/el/15/BMZ2015;2019-07-01;;;;;Morgan Kaufmann / Elsevier;;;;;;;;The Art and Science of Analyzing Software Data;db/books/collections/BMZ2015.html;;2015
6549631;;;;;;;;;William Kent;;;;;0-444-85187-9;;books/el/Kent1978;2006-06-26;;;;;North-Holland;;;;;;;;Data and Reality, 1st edition.;;;1978
6549632;;;;;;;;books/el/Leeuwen90;Jan van Leeuwen;;;;;0-262-22038-5|0-444-88071-2;;books/el/Leeuwen90;2019-08-03;;;;;Elsevier and MIT Press;;;;;;;;Handbook of Theoretical Computer Science, Volume A: Algorithms and Complexity;db/books/collections/leeuwen90.html;;1990
6549657;;;;;;;;;Christian B. Suttner|Hiroaki Kitano|James Geller;;https://doi.org/10.1016/s0923-0459(97)x8001-2;;;978-0-444-82486-8;;books/el/97/GKS1997;2020-06-12;;;;;Elsevier;;;;Machine Intelligence and Pattern Recognition;;;;Parallel Processing for Artificial Intelligence 3;db/books/collections/GKS1997.html;20;1997
6549661;;;;;;;;;Alice ter Meulen|Johan van Benthem;;https://www.sciencedirect.com/book/9780444817143/handbook-of-logic-and-language;;;978-0-444-81714-3;;books/el/97/BM1997;2019-06-26;;;;;North Holland / Elsevier;;;;;;;;Handbook of Logic and Language.;db/books/collections/BM1997.html;;1997
6549689;;;;;;;;;Ludwig Brand|Michael L. Johnson;;https://doi.org/10.1016/s0076-6879(00)x0384-9;;;9780121827885;;books/el/04/BJ2004;2020-05-12;;;;;Elsevier;;;;Methods in Enzymology;;;;Numerical Computer Methods, Part D;db/books/collections/BJ2004.html;;2004
6549712;;;;;;;;;Calyampudy Radhakrishna Rao|Sumit Ghosh;;https://www.sciencedirect.com/handbook/handbook-of-statistics/vol/13/suppl/C;;;978-0-444-82061-7;;books/el/96/GR1996;2020-05-14;;;;;North-Holland;;;;Handbook of statistics;;;;Design and analysis of experiments.;db/books/collections/GR1996.html;13;1996
6549736;;;;;;;;;Rob Kling;;https://doi.org/10.1016/b978-0-12-415040-9.x5081-7;;;978-0-12-415040-9;;books/el/96/K1996;2019-06-26;;;;;Morgan Kaufmann / Elsevier;;;;;;;;Computerization and Controversy, 2nd Ed.;db/books/collections/K1996.html;;1996
6549811;;;;;;;;;Elie Sanchez;;https://doi.org/10.1016/s1574-9576(06)x8001-2;;;978-0-444-51948-1;;books/el/06/S2006;2019-07-16;;;;;Elsevier;;;;Capturing Intelligence;;;;Fuzzy Logic and the Semantic Web;db/books/collections/S2006.html;;2006
6549839;;;;;;;;;Marco Cristani|Shishir Shah|Silvio Savarese|Vittorio Murino;;https://www.elsevier.com/books/group-and-crowd-behavior-for-computer-vision/murino/978-0-12-809276-7|https://www.sciencedirect.com/science/book/9780128092767;;;978-0-12-809276-7|978-0-12-809280-4;;books/el/MCSS2017;2021-07-31;;;;;Academic Press;;;;;;;;Group and Crowd Behavior for Computer Vision, 1st Edition;db/books/collections/MCSS2017.html;;2017
6549852;;;;;;;;;Frank Wolter|J. F. A. K. van Benthem|Patrick Blackburn;;https://www.sciencedirect.com/bookseries/studies-in-logic-and-practical-reasoning/vol/3/suppl/C;;;978-0-444-51690-9;;books/el/07/BBW2007;2019-07-16;;;;;North-Holland;;;;Studies in logic and practical reasoning;;;;Handbook of Modal Logic.;db/books/collections/BBW2007.html;3;2007
6549856;;;;;;;;;Cynthia Barnhart|Gilbert Laporte;;https://doi.org/10.1016/s0927-0507(06)x1400-7;;;978-0-444-51346-5;;books/el/07/BL2007;2020-06-22;;;;;Elsevier;;;;Handbooks in Operations Research and Management Science;;;;Transportation;db/books/collections/BL2007.html;14;2007
6549910;;;;;;;;;Huw Jones|Michael A. Gigante|Rae A. Earnshaw;;https://doi.org/10.1016/c2009-0-22372-5;;;978-0-12-227748-1;;books/el/93/EGJ1993;2020-06-29;;;;;Elsevier;;;;;;;;Virtual Reality Systems;db/books/collections/EGJ1993.html;;1993
6550028;;;;;;;;;Calyampudi Radhakrishna Rao;;https://www.sciencedirect.com/handbook/handbook-of-statistics/vol/9/suppl/C;;;978-0-444-88096-3;;books/el/93/R1993;2020-06-02;;;;;North-Holland;;;;Handbook of Statistics;;;;Computational Statistics.;db/books/collections/R1993.html;9;1993
6550031;;;;;;;;;Alexander H. G. Rinnooy Kan|Paul Herbert Zipkin|Stephen C. Graves;;https://doi.org/10.1016/s0927-0507(05)x0180-3;;;978-0-444-87472-6;;books/el/93/GRZ1993;2020-05-11;;;;;North-Holland;;;;Handbooks in Operations Research and Management Science;;;;Logistics of Production and Inventory;db/books/collections/GRZ1993.html;4;1993
6550046;;;;;;;;;Kazuo Tsuchiya|Toshi Takamori;;https://doi.org/10.1016/c2009-0-10234-9;;;978-0-444-89700-8;;books/el/93/TT1993;2020-05-27;;;;;Elsevier;;;;;;;;Robotics, Mechatronics and Manufacturing Systems;db/books/collections/TT1993.html;;1993
6550049;;;;;;;;;Gary L. Lilian|Jehoshua Eliashberg;;https://www.sciencedirect.com/handbook/handbooks-in-operations-research-and-management-science/vol/5/suppl/C;;;978-0-444-88957-7;;books/el/93/EL1993;2020-05-11;;;;;North-Holland;;;;Handbooks in operations research and management science;;;;Marketing;db/books/collections/EL1993.html;5;1993
6550052;;;;;;;;;Calyampudy Radhakrishna Rao|Nirmal K. Bose;;https://www.sciencedirect.com/handbook/handbook-of-statistics/vol/10/suppl/C;;;978-0-444-89205-8;;books/el/93/BR1993;2020-06-02;;;;;North-Holland;;;;Handbook of Statistics;;;;Signal Processing and its Applications.;db/books/collections/BR1993.html;10;1993
